成长 cheng2zhang3 "to mature; to grow; growth"
吃亏 chi1kui1 "to suffer losses; to come to grief; to lose out; to get the worst of it; to be at a disadvantage; unfortunately"
持续 chi2xu4 "to continue; to persist; to last; sustainable; preservation"
冲 chong1 "(of water) to dash against; to mix with water; to infuse; to rinse; to flush; to develop (a film); to rise in the air; to clash; to collide with; thoroughfare; to go straight ahead; to rush; to clash"
重复 chong2fu4 "to repeat; to duplicate"
充满 chong1man3 "full of; brimming with; very full; permeated"
传播 chuan2bo1 "to disseminate; to propagate; to spread"
闯 chuang3 "to rush; to charge; to dash; to break through; to temper oneself (through battling hardships)"
创造 chuang4zao4 "to create; to bring about; to produce; to set (a record)"
传染 chuan2ran3 "to infect; contagious"
出版 chu1ban3 "to publish"
吹 chui1 "to blow; to play a wind instrument; to blast; to puff; to boast; to brag; to end in failure; to fall through"
出口 chu1kou3 "an exit; to speak; to export; (of a ship) to leave port"
处理 chu3li3 "to handle; to deal with; to punish; to treat sth by a special process; to process; to sell at reduced prices"
出示 chu1shi4 "to show; to take out and show to others; to display"
出席 chu1xi2 "to attend; to participate; present"
刺激 ci4ji1 "to provoke; to irritate; to upset; to stimulate; to excite; irritant"
辞职 ci2zhi2 "to resign"
从事 cong2shi4 "to go for; to engage in; to undertake; to deal with; to handle; to do"
催 cui1 "to urge; to press; to prompt; to rush sb; to hasten sth; to expedite"
促进 cu4jin4 "to promote (an idea or cause); to advance; boost"
存在 cun2zai4 "to exist; to be; existence"
促使 cu4shi3 "to induce; to promote; to urge; to impel; to bring about; to provoke; to drive (sb to do sth); to catalyze; to actuate; to contribute to (some development)"
达到 da2dao4 "to reach; to achieve; to attain"
打工 da3gong1 "to work a temporary or casual job; (of students) to have a job outside of class time, or during vacation"
呆 dai1 "foolish; stupid; expressionless; blank; to stay"
代表 dai4biao3 "representative; delegate; to represent; to stand for; on behalf of; in the name of"
代替 dai4ti4 "to replace; to take the place of"
挡 dang3 "to resist; to obstruct; to hinder; to keep off; to block (a blow); to get in the way of; cover; gear (e.g. in a car's transmission)"
当心 dang1xin1 "to take care; to look out"
担任 dan1ren4 "to hold a governmental office or post; to assume office of; to take charge of; to serve as"
耽误 dan1wu5 "to delay; to hold up; to waste time; to interfere with"
到达 dao4da2 "to reach; to arrive"
倒霉 dao3mei2 "to have bad luck; to be out of luck"
导致 dao3zhi4 "to lead to; to create; to cause; to bring about"
打听 da3ting5 "to ask about; to make some inquiries; to ask around"
答应 da1ying5 "to answer; to respond; to answer positively; to agree; to accept; to promise"
等待 deng3dai4 "to wait; to wait for"
登记 deng1ji4 "to register (one's name)"
等于 deng3yu2 "to equal; to be tantamount to"
递 di4 "to hand over; to pass on; to deliver; (bound form) progressively; in the proper order"
滴 di1 "a drop; to drip"
钓 diao4 "to fish with a hook and bait"
冻 dong4 "to freeze; to feel very cold; aspic or jelly"
逗 dou4 "to tease (playfully); to entice; (coll.) to joke; (coll.) funny; amusing; to stay; to sojourn"
断 duan4 "to break; to snap; to cut off; to give up or abstain from sth; to judge; (usu. used in the negative) absolutely; definitely; decidedly"
度过 du4guo4 "to pass; to spend (time); to survive; to get through"
堆 dui1 "to pile up; to heap up; a mass; pile; heap; stack; large amount"
对比 dui4bi3 "to contrast; contrast; ratio"
对待 dui4dai4 "to treat; treatment"
兑换 dui4huan4 "to convert; to exchange"
蹲 dun1 "to crouch; to squat; to stay (somewhere)"
躲藏 duo3cang2 "to conceal oneself; to go into hiding; to take cover"
多亏 duo1kui1 "thanks to; luckily"
发表 fa1biao3 "to issue; to publish"
发愁 fa1chou2 "to worry; to fret; to be anxious; to become sad"
发抖 fa1dou3 "to tremble; to shake; to shiver"
发挥 fa1hui1 "to display; to exhibit; to bring out implicit or innate qualities; to express (a thought or moral); to develop (an idea); to elaborate (on a theme)"
罚款 fa2kuan3 "to fine; penalty; fine (monetary)"
发明 fa1ming2 "to invent; an invention"
翻 fan1 "to turn over; to flip over; to overturn; to rummage through; to translate; to decode; to double; to climb over or into; to cross"
妨碍 fang2ai4 "to hinder; to obstruct"
仿佛 fang3fu2 "to seem; as if; alike; similar"
反应 fan3ying4 "to react; to respond; reaction; response; reply; chemical reaction"
反映 fan3ying4 "to mirror; to reflect; mirror image; reflection; (fig.) to report; to make known; to render"
发言 fa1yan2 "to make a speech; statement; utterance"
分别 fen1bie2 "to part; to leave each other; to distinguish; to tell apart; difference; distinction; in different ways; differently; separately; individually"
分布 fen1bu4 "to scatter; to distribute; to be distributed (over an area etc); (statistical, geographic) distribution"
奋斗 fen4dou4 "to strive; to struggle"
讽刺 feng3ci4 "to satirize; to mock; irony; satire; sarcasm"
分配 fen1pei4 "to distribute; to assign; to allocate; to partition (a hard drive)"
分手 fen1shou3 "to part company; to split up; to break up"
分析 fen1xi1 "to analyze; analysis"
否定 fou3ding4 "to negate; to deny; to reject; negative (answer); negation"
否认 fou3ren4 "to declare to be untrue; to deny"
扶 fu2 "to support with the hand; to help sb up; to support oneself by holding onto something; to help"
辅导 fu3dao3 "to give guidance; to mentor; to counsel; to coach; to tutor"
复制 fu4zhi4 "to duplicate; to make a copy of; to copy; to reproduce; to clone"
盖 gai4 "lid; top; cover; canopy; to cover; to conceal; to build"
改革 gai3ge2 "reform; to reform"
改进 gai3jin4 "to improve; to make better; improvement"
概括 gai4kuo4 "to summarize; to generalize; briefly; in broad outline"
改善 gai3shan4 "to make better; to improve"
改正 gai3zheng4 "to correct; to amend; to put right; correction"
干活儿 gan4huo2
感激 gan3ji1 "to be grateful; to appreciate; thankful"
感受 gan3shou4 "to sense; perception; to feel (through the senses); to experience; a feeling; an impression; an experience"
搞 gao3 "to do; to make; to go in for; to set up; to get hold of; to take care of"
告别 gao4bie2 "to leave; to part from; to bid farewell to; to say goodbye to"
公布 gong1bu4 "to announce; to make public; to publish"
公开 gong1kai1 "open; overt; public; to make public; to release"
恭喜 gong1xi3 "congratulations; greetings"
贡献 gong4xian4 "to contribute; to dedicate; to devote; contribution"
构成 gou4cheng2 "to constitute; to form; to compose; to make up; to configure (computing)"
沟通 gou1tong1 "to join; to connect; to link up; to communicate"
挂号 gua4hao4 "to register (at a hospital etc); to send by registered mail"
怪不得 guai4bu5de5
拐弯 guai3wan1 "to go round a curve; to turn a corner; fig. a new direction"
关闭 guan1bi4 "to close; to shut (a window etc); (of a shop, school etc) to shut down"
观察 guan1cha2 "to observe; to watch; to survey"
光临 guang1lin2 "(formal) to honor with one's presence; to attend"
固定 gu4ding4 "to fix; to fasten; to set rigidly in place; fixed; set; regular"
归纳 gui1na4 "to sum up; to summarize; to conclude from facts; induction (method of deduction in logic)"
滚 gun3 "to boil; to roll; to take a hike"
过敏 guo4min3 "oversensitive; allergic; allergy"
过期 guo4qi1 "to be overdue; to exceed the time limit; to expire (as in expiration date)"
鼓舞 gu3wu3 "heartening (news); to boost (morale)"
鼓掌 gu3zhang3 "to applaud; to clap"
喊 han3 "to yell; to shout; to call out for (a person)"
恨 hen4 "to hate; to regret"
合影 he2ying3 "to take a joint photo; group photo"
合作 he2zuo4 "to cooperate; to collaborate; to work together; cooperation"
划 hua2 "to row; to paddle; profitable; worth (the effort); it pays (to do sth); to cut; to slash; to scratch (cut into the surface of sth); to strike (a match)"
怀念 huai2nian4 "to cherish the memory of; to think of; to reminisce"
怀孕 huai2yun4 "pregnant; to have conceived; gestation; pregnancy"
缓解 huan3jie3 "to bring relief; to alleviate (a crisis); to dull (a pain)"
幻想 huan4xiang3 "delusion; fantasy"
挥 hui1 "to wave; to brandish; to command; to conduct; to scatter; to disperse"
恢复 hui1fu4 "to reinstate; to resume; to restore; to recover; to regain; to rehabilitate"
灰心 hui1xin1 "to lose heart; to be discouraged"
忽视 hu1shi4 "to neglect; to overlook; to disregard; to ignore"
胡说 hu2shuo1 "to talk nonsense; drivel"
呼吸 hu1xi1 "to breathe"
系 ji4 "to tie; to fasten; to button up"
嫁 jia4 "(of a woman) to marry; to marry off a daughter; to shift (blame etc)"
捡 jian3 "to pick up; to collect; to gather"
讲究 jiang3jiu5 "to pay particular attention to; carefully selected for quality; tastefully chosen"
建立 jian4li4 "to establish; to set up; to found"
建设 jian4she4 "to build; to construct; to establish; to develop; to institute"
健身 jian4shen1 "to exercise; to keep fit; to work out; physical exercise"
兼职 jian1zhi2 "to hold concurrent posts; concurrent job; moonlighting"
浇 jiao1 "to pour liquid; to irrigate (using waterwheel); to water; to cast (molten metal); to mold"
交换 jiao1huan4 "to exchange; to swap; to switch (telecom); commutative (math); to commute"
交际 jiao1ji4 "communication; social intercourse"
交往 jiao1wang3 "to associate (with); to have contact (with); to hang out (with); to date; (interpersonal) relationship; association; contact"
教训 jiao4xun5 "to provide guidance; to lecture sb; to upbraid; a talking-to; a bitter lesson"
驾驶 jia4shi3 "to pilot (ship, airplane etc); to drive"
假装 jia3zhuang1 "to feign; to pretend"
戒 jie4 "to guard against; to exhort; to admonish or warn; to give up or stop doing sth; ring (for a finger)"
接触 jie1chu4 "to touch; to contact; access; in touch with"
接待 jie1dai4 "to receive (a visitor); to admit (allow sb to enter)"
结合 jie2he2 "to combine; to link; to integrate; binding"
接近 jie1jin4 "to approach; to get close to"
节省 jie2sheng3 "saving; to save; to use sparingly; to cut down on"
结账 jie2zhang4 "to pay the bill; to settle accounts"
及格 ji2ge2 "to pass an exam or a test; to meet a minimum standard"
集合 ji2he2 "to gather; to assemble; (math.) set"
进步 jin4bu4 "progress; improvement; to improve; to progress"
经商 jing1shang1 "to trade; to carry out commercial activities; in business"
经营 jing1ying2 "to engage in (business etc); to run; to operate"
纪念 ji4nian4 "to commemorate; to honor the memory of; memento; keepsake; souvenir"
进口 jin4kou3 "to import; imported; entrance; inlet (for the intake of air, water etc)"
尽力 jin4li4 "to strive one's hardest; to spare no effort"
救 jiu4 "to save; to assist; to rescue"
集中 ji2zhong1 "to concentrate; to centralize; to focus; centralized; concentrated; to put together"
捐 juan1 "to relinquish; to abandon; to contribute; to donate; (bound form) tax; levy"
具备 ju4bei4 "to possess; to have; equipped with; able to fulfill (conditions or requirements)"
据说 ju4shuo1 "it is said that; reportedly"
开发 kai1fa1 "to exploit (a resource); to open up (for development); to develop"
开放 kai1fang4 "to bloom; to open; to be open (to the public); to open up (to the outside); to be open-minded; unrestrained by convention; unconstrained in one's sexuality"
砍 kan3 "to chop; to cut down; to throw sth at sb"
看不起 kan4bu5qi3
看望 kan4wang4 "to pay a visit to; to see (sb)"
靠 kao4 "to lean against or on; to stand by the side of; to come near to; to depend on; to trust; to fuck (vulgar)"
克服 ke4fu2 "(try to) overcome (hardships etc); to conquer; to put up with; to endure"
控制 kong4zhi4 "to control"
夸 kua1 "to boast; to exaggerate; to praise"
夸张 kua1zhang1 "to exaggerate; overstated; exaggerated; hyperbole; (coll.) excessive; ridiculous; outrageous"
扩大 kuo4da4 "to expand; to enlarge; to broaden one's scope"
拦 lan2 "to block sb's path; to obstruct; to flag down (a taxi)"
朗读 lang3du2 "to read aloud"
劳动 lao2dong4 "work; toil; physical labor"
劳驾 lao2jia4 "excuse me"
恋爱 lian4ai4 "(romantic) love; in love; to have an affair"
亮 liang4 "bright; clear; resonant; to shine; to show; to reveal"
联合 lian2he2 "to combine; to join; unite; alliance"
离婚 li2hun1 "to divorce"
领导 ling3dao3 "lead; leading; to lead; leadership; leader"
流传 liu2chuan2 "to spread; to circulate; to hand down"
浏览 liu2lan3 "to skim over; to browse"
流泪 liu2lei4 "to shed tears"
利用 li4yong4 "to exploit; to make use of; to use; to take advantage of; to utilize"
漏 lou4 "to leak; to divulge; to leave out by mistake"
落后 luo4hou4 "to fall behind; to lag (in technology etc); backward; to retrogress"
录取 lu4qu3 "to accept an applicant (prospective student, employee etc) who passes an entrance exam; to admit (a student); to hire (a job candidate)"
录音 lu4yin1 "to record (sound); sound recording"
骂 ma4 "to scold; to abuse; to curse"
满足 man3zu2 "to satisfy; to meet (the needs of); satisfied; content"
冒险 mao4xian3 "to take risks; to take chances; foray; adventure"
面对 mian4dui4 "to face; to confront"
面临 mian4lin2 "to face sth; to be confronted with"
描写 miao2xie3 "to describe; to depict; to portray; description"
命令 ming4ling4 "order; command"
摸 mo1 "to feel with the hand; to touch; to stroke; to grope; to steal; to abstract"
模仿 mo2fang3 "to imitate; to copy; to emulate; to mimic; model"
念 nian4 "to read; to study (a subject); to attend (a school); to read aloud; to miss (sb); idea; remembrance"
派 pai4 "clique; school; group; faction; to dispatch; to send; to assign; to appoint"
拍 pai1 "to pat; to clap; to slap; to swat; to take (a photo); to shoot (a film); racket (sports); beat (music)"
盼望 pan4wang4 "to hope for; to look forward to"
赔偿 pei2chang2 "to compensate"
佩服 pei4fu2 "to admire"
配合 pei4he2 "matching; fitting in with; compatible with; to correspond; to fit; to conform to; rapport; to coordinate with; to act in concert with; to cooperate; to become man and wife; to combine parts of machine"
培训 pei2xun4 "to cultivate; to train; to groom; training"
培养 pei2yang3 "to cultivate; to breed; to foster; to nurture; to educate; to groom (for a position); education; fostering; culture (biology)"
碰 peng4 "to touch; to meet with; to bump"
披 pi1 "to drape over one's shoulders; to open; to unroll; to split open; to spread out"
飘 piao1 "to float"
凭 ping2 "to lean against; to rely on; on the basis of; no matter (how, what etc); proof"
平衡 ping2heng2 "balance; equilibrium"
评价 ping2jia4 "to evaluate; to assess"
平均 ping2jun1 "average; on average; evenly; in equal proportions"
批准 pi1zhun3 "to approve; to ratify"
破产 po4chan3 "to go bankrupt; to become impoverished; bankruptcy"
破坏 po4huai4 "destruction; damage; to wreck; to break; to destroy"
欠 qian4 "to owe; to lack; (literary) to be deficient in; (bound form) yawn; to raise slightly (a part of one's body)"
签 qian1 "to sign one's name; visa; inscribed bamboo stick (used in divination, gambling, drawing lots etc); small wood sliver; label; tag"
抢 qiang3 "to fight over; to rush; to scramble; to grab; to rob; to snatch"
强调 qiang2diao4 "to emphasize (a statement); to stress"
瞧 qiao2 "to look at; to see; to see (a doctor); to visit"
期待 qi1dai4 "to look forward to; to await; expectation"
切 qie1 "to cut; to slice; tangent (math)"
启发 qi3fa1 "to enlighten; to explain (a text etc); to stimulate (a mental attitude); enlightenment; revelation; motivation"
请求 qing3qiu2 "to request; to ask"
轻视 qing1shi4 "contempt; contemptuous; to despise; to scorn; scornful"
庆祝 qing4zhu4 "to celebrate"
娶 qu3 "to take a wife; to marry (a woman)"
劝 quan4 "to advise; to urge; to try to persuade; to exhort; to console; to soothe"
确定 que4ding4 "definite; certain; fixed; to fix (on sth); to determine; to be sure; to ensure; to make certain; to ascertain; to clinch; to recognize; to confirm; ok (on computer dialog box)"
缺乏 que1fa2 "to lack; to be short of"
确认 que4ren4 "to confirm; to verify; confirmation"
去世 qu4shi4 "to pass away; to die"
取消 qu3xiao1 "to cancel; cancellation"
燃烧 ran2shao1 "to ignite; to combust; to burn; combustion; flaming"
绕 rao4 "to wind; to coil (thread); to rotate around; to spiral; to move around; to go round (an obstacle); to by-pass; to make a detour; to confuse; to perplex; to spiral; to move around; to go round (an obstacle); to by-pass; to make a detour"
热爱 re4ai4 "to love ardently; to adore"
忍不住 ren3bu5zhu4 "cannot help; unable to bear"
洒 sa3 "to sprinkle; to spray; to spill; to shed"
杀 sha1 "to kill; to murder; to attack; to weaken or reduce; to smart (dialect); (used after a verb) extremely"
晒 shai4 "(of the sun) to shine on; to bask in (the sunshine); to dry (clothes, grain etc) in the sun; (coll.) to give the cold shoulder to"
删除 shan1chu2 "to delete; to cancel"
上当 shang4dang4 "taken in (by sb's deceit); to be fooled; to be duped"
伤害 shang1hai4 "to injure; to harm"
善于 shan4yu2 "to be good at; to be adept at"
舍不得 she3bu5de5
设计 she4ji4 "to design; to plan; design; plan"
射击 she4ji1 "to shoot; to fire (a gun)"
伸 shen1 "to stretch; to extend"
升 sheng1 "to ascend; to rise to the rank of; to promote; to hoist; liter"
生产 sheng1chan3 "to produce; to manufacture; to give birth to a child"
胜利 sheng4li4 victory
省略 sheng3lüe4
生长 sheng1zhang3 "to grow; to grow up; to be brought up"
摄影 she4ying3 "to take a photograph; photography; to shoot (a movie)"
使劲儿 shi3jin4
失眠 shi1mian2 "to suffer from insomnia"
失去 shi1qu4 "to lose"
实习 shi2xi2 "to practice; field work; to intern; internship"
实现 shi2xian4 "to achieve; to implement; to realize; to bring about"
实验 shi2yan4 "experiment; test; experimental; to experiment"
失业 shi1ye4 "unemployment; to lose one's job"
收获 shou1huo4 "to harvest; to reap; to gain; crop; harvest; profit; gain; bonus; reward"
数 shu3 "to count; to count as; to regard as; to enumerate (sb's shortcomings)"
甩 shuai3 "to throw; to fling; to swing; to leave behind; to throw off; to dump (sb)"
摔倒 shuai1dao3 "to fall down; to slip and fall; to throw sb to the ground"
说不定 shuo1bu5ding4
说服 shuo1fu2 "to persuade; to convince; to talk sb over"
输入 shu1ru4 "to import; to input"
属于 shu3yu2 "to be classified as; to belong to; to be part of"
撕 si1 "to tear"
思考 si1kao3 "to reflect on; to ponder over"
搜索 sou1suo3 "to search (a place); to search (a database); to search for (sth)"
碎 sui4 "to break down; to break into pieces; fragmentary"
随身 sui2shen1 "to (carry) on one's person; to (take) with one"
损失 sun3shi1 "loss; damage; to lose; to suffer damage"
锁 suo3 "to lock; to lock up"
缩短 suo1duan3 "to curtail; to cut down"
烫 tang4 "to scald; to burn (by scalding); to blanch (cooking); to heat (sth) up in hot water; to perm; to iron; scalding hot"
谈判 tan2pan4 "to negotiate; negotiation; talks; conference"
逃 tao2 "to escape; to run away; to flee"
逃避 tao2bi4 "to escape; to evade; to avoid; to shirk"
讨价还价 tao3jia4huan2jia4
疼爱 teng2ai4 "to love dearly"
挑战 tiao3zhan4 "to challenge; challenge"
调整 tiao2zheng3 "to adjust; adjustment; revision"
提倡 ti2chang4 "to promote; to advocate"
体会 ti3hui4 "to know from experience; to learn through experience; to realize; understanding; experience"
提问 ti2wen4 "to question; to quiz; to grill"
体现 ti3xian4 "to embody; to reflect; to incarnate"
体验 ti3yan4 "to experience for oneself"
统一 tong3yi1 "to unify; to integrate; unified; integrated"
偷 tou1 "to steal; to pilfer; to snatch; thief; stealthily"
投入 tou2ru4 "to throw into; to put into; to throw oneself into; to participate in; to invest in; absorbed; engrossed"
投资 tou2zi1 "investment; to invest"
吐 tu3 "to spit; to send out (silk from a silkworm, bolls from cotton flowers etc); to say; to pour out (one's grievances)"
突出 tu1chu1 "prominent; outstanding; to give prominence to; to protrude; to project"
退 tui4 "to retreat; to withdraw; to reject; to return (sth); to decline"
退步 tui4bu4 "to do less well than before; to make a concession; setback; backward step; leeway; room to maneuver; fallback"
推辞 tui1ci2 "to decline (an appointment, invitation etc)"
推广 tui1guang3 "to extend; to spread; to popularize; generalization; promotion (of a product etc)"
推荐 tui1jian4 "to recommend; recommendation"
退休 tui4xiu1 "to retire (from the workforce); to go into retirement"
往返 wang3fan3 "to go back and forth; to go to and fro; to do a round trip"
完善 wan2shan4 "(of systems, facilities etc) comprehensive; well-developed; excellent; to refine; to improve"
违反 wei2fan3 "to violate (a law)"
危害 wei1hai4 "to jeopardize; to harm; to endanger; harmful effect; damage"
委屈 wei3qu5 "to feel wronged; to cause sb to feel wronged; grievance"
围绕 wei2rao4 "to revolve around; to center on (an issue)"
微笑 wei1xiao4 "smile; to smile"
威胁 wei1xie2 "to threaten; to menace"
维修 wei2xiu1 "maintenance (of equipment); to protect and maintain"
位于 wei4yu2 "to be located at; to be situated at; to lie"
闻 wen2 "to hear; news; well-known; famous; reputation; fame; to smell; to sniff at"
吻 wen3 "kiss; to kiss; mouth"
问候 wen4hou4 "to give one's respects; to send a greeting; (fig.) (coll.) to make offensive reference to (somebody dear to the person to whom one is speaking)"
握手 wo4shou3 "to shake hands"
勿 wu4 "do not"
无奈 wu2nai4 "to have no alternative; frustrated; exasperated; helpless; (conjunction) but unfortunately"
无所谓 wu2suo3wei4
吓 xia4 "to frighten; to scare"
显得 xian3de5 "to seem; to look; to appear"
相处 xiang1chu3 "to be in contact (with sb); to associate; to interact; to get along (well, poorly)"
想念 xiang3nian4 "to miss; to remember with longing; to long to see again"
享受 xiang3shou4 "to enjoy; to live it up; pleasure"
相似 xiang1si4 "similar; alike"
想象 xiang3xiang4 "to imagine; to envision; imagination"
象征 xiang4zheng1 "emblem; symbol; token; badge; to symbolize; to signify; to stand for"
显示 xian3shi4 "to show; to illustrate; to display; to demonstrate"
限制 xian4zhi4 "to restrict; to limit; to confine; restriction; limit"
消费 xiao1fei4 "to consume; to spend"
消化 xiao1hua4 "to digest (food); (fig.) to absorb (information etc); to assimilate; to process"
消失 xiao1shi1 "to disappear; to fade away"
孝顺 xiao4shun4 "filial; dutiful; devoted to one's parents (and grandparents etc); to show filial piety towards (an older family member); filial piety"
下载 xia4zai3 "to download"
歇 xie1 "to rest; to take a break; to stop; to halt; (dialect) to sleep; a moment; a short while"
形成 xing2cheng2 "to form; to take shape"
形容 xing2rong2 "to describe; (literary) countenance; appearance"
信任 xin4ren4 "to trust; to have confidence in"
欣赏 xin1shang3 "to appreciate; to enjoy; to admire"
吸取 xi1qu3 "to absorb; to draw (a lesson, insight etc); to assimilate"
吸收 xi1shou1 "to absorb; to assimilate; to ingest; to recruit"
修改 xiu1gai3 "to amend; to alter; to modify"
宣布 xuan1bu4 "to declare; to announce; to proclaim"
宣传 xuan1chuan2 "to disseminate; to give publicity to; propaganda"
训练 xun4lian4 "to train; to drill; training"
询问 xun2wen4 "to inquire"
寻找 xun2zhao3 "to seek; to look for"
叙述 xu4shu4 "to relate (a story or information); to tell or talk about; to recount; narration; telling; narrative; account"
延长 yan2chang2 "to prolong; to extend; to delay"
痒 yang3 "to itch; to tickle; to itch; to tickle"
演讲 yan3jiang3 "lecture; to make a speech"
摇 yao2 "to shake; to rock; to row; to crank"
咬 yao3 "to bite; to nip"
移动 yi2dong4 "to move; movement; migration; mobile; portable"
遗憾 yi2han4 "regret; to regret; to be sorry that"
议论 yi4lun4 "to comment; to talk about; to discuss; discussion"
移民 yi2min2 "to immigrate; to migrate; emigrant; immigrant"
应付 ying4fu5 "to deal with; to cope"
迎接 ying2jie1 "to welcome; to greet"
营业 ying2ye4 "to do business; to trade"
应用 ying4yong4 "to put to use; to apply; practical; applied (science, linguistics etc); application; practical use; (computing) app"
印刷 yin4shua1 "to print; printing"
拥抱 yong1bao4 "to embrace; to hug"
游览 you2lan3 "to go sightseeing; to tour; to visit"
犹豫 you2yu4 "to hesitate"
油炸 you2zha2 "to deep fry"
预报 yu4bao4 forecast
预订 yu4ding4 "to place an order; to book ahead"
预防 yu4fang2 "to prevent; to take precautions against; to protect; to guard against; precautionary; prophylactic"
运用 yun4yong4 "to use; to put to use"
在乎 zai4hu5 "to care about"
在于 zai4yu2 "to be in; to lie in; to consist in; to depend on; to rest with"
赞成 zan4cheng2 "to approve; to endorse; (literary) to assist"
赞美 zan4mei3 "to admire; to praise; to eulogize"
造成 zao4cheng2 "to bring about; to create; to cause"
责备 ze2bei4 "to blame; to criticize; condemnation; reproach"
摘 zhai1 "to take; to borrow; to pick (flowers, fruit etc); to pluck; to select; to remove; to take off (glasses, hat etc)"
占 zhan4 "to take possession of; to occupy; to take up"
涨 zhang3 "to rise (of prices, rivers)"
掌握 zhang3wo4 "to grasp (often fig.); to control; to seize (initiative, opportunity, destiny); to master; to know well; to understand sth well and know how to use it; fluency"
展开 zhan3kai1 "to unfold; to carry out; to be in full swing; to launch"
粘贴 zhan1tie1 "to stick; to affix; to adhere"
招待 zhao1dai4 "to hold a reception; to offer hospitality; to entertain (guests); to serve (customers)"
着火 zhao2huo3 "to ignite; to burn"
召开 zhao4kai1 "to convene (a conference or meeting); to convoke; to call together"
着凉 zhao2liang2 "to catch cold"
振动 zhen4dong4 "to vibrate; to shake; vibration"
诊断 zhen3duan4 "diagnosis; to diagnose"
针对 zhen1dui4 "to target; to focus on; to be aimed at or against; in response to"
睁 zheng1 "to open (one's eyes)"
挣 zheng1
争论 zheng1lun4 "to argue; to debate; to contend; argument; contention; controversy; debate"
征求 zheng1qiu2 "to solicit; to seek; to request (opinions, feedback etc); to petition"
争取 zheng1qu3 "to fight for; to strive for; to win over"
珍惜 zhen1xi1 "to treasure; to value; to cherish"
指导 zhi3dao3 "to guide; to give directions; to direct; to coach; guidance; tuition"
制定 zhi4ding4 "to draw up; to formulate"
指挥 zhi3hui1 "to conduct; to command; to direct; conductor (of an orchestra)"
治疗 zhi4liao2 "to treat (an illness); medical treatment; therapy"
制造 zhi4zao4 "to manufacture; to make"
制作 zhi4zuo4 "to make; to manufacture"
煮 zhu3 "to cook; to boil"
抓 zhua1 "to grab; to catch; to arrest; to snatch; to scratch"
抓紧 zhua1jin3 "to grasp firmly; to pay special attention to; to rush in; to make the most of"
转变 zhuan3bian4 "to change; to transform; shift; transformation"
撞 zhuang4 "to knock against; to bump into; to run into; to meet by accident"
装 zhuang1 "adornment; to adorn; dress; clothing; costume (of an actor in a play); to play a role; to pretend; to install; to fix; to wrap (sth in a bag); to load; to pack"
转告 zhuan3gao4 "to pass on; to communicate; to transmit"
装饰 zhuang1shi4 "to decorate; decoration; decorative; ornamental"
装修 zhuang1xiu1 "to decorate; interior decoration; to fit up; to renovate"
专心 zhuan1xin1 "to focus one's attention; to concentrate on (doing sth)"
注册 zhu4ce4 "to register; to enroll"
主持 zhu3chi2 "to take charge of; to manage or direct; to preside over; to uphold; to stand for (justice etc); to host (a tv or radio program etc); (tv) anchor"
主动 zhu3dong4 "to take the initiative; to do sth of one's own accord; spontaneous; active; drive (of gears and shafts etc)"
祝福 zhu4fu2 "blessings; to wish sb well"
追 zhui1 "to chase; to pursue; to look into; to investigate; to reminisce; to recall; to court (one's beloved); to binge-watch (a tv drama); retroactively; posthumously"
追求 zhui1qiu2 "to pursue (a goal etc) stubbornly; to seek after; to woo"
主张 zhu3zhang1 "to advocate; to stand for; view; position; stand; proposition; viewpoint; assertion"
咨询 zi1xun2 "to consult; to seek advice; consultation; (sales) inquiry (formal)"
自愿 zi4yuan4 voluntary
总共 zong3gong4 "altogether; in sum; in all; in total"
综合 zong1he2 "comprehensive; composite; synthesized; mixed; to sum up; to integrate; to synthesize"
组成 zu3cheng2 "to form; to make up; to constitute"
组合 zu3he2 "to assemble; to combine; to compose; combination; association; set; compilation; (math.) combinatorial"
醉 zui4 intoxicated
尊敬 zun1jing4 "to respect; to revere; to esteem; honorable; distinguished (used on formal occasions before a term of address)"
遵守 zun1shou3 "to comply with; to abide by; to respect (an agreement)"
作为 zuo4wei2 "one's conduct; deed; activity; accomplishment; achievement; to act as; as (in the capacity of); qua; to view as; to look upon (sth as); to take sth to be"
阻止 zu3zhi3 "to prevent; to block"
组织 zu3zhi1 "to organize; organization; (biology) tissue; (textiles) weave"
