捺 na4 "扌 shou3, ㇀ ti2, 奈 nai4, 大 da4, 人 ren2, 示 shi4, 二 er4, 小 xiao3, 八 ba1"  那呐纳钠娜衲肭𦰡 346 "捺 na4 press; suppress
按捺 an4na4 to restrain; to control" 
蒡 bang4 "艹 cao3, 十 shi2, 旁 pang2, 亠 tou2, 冖 mi4, 方 fang1, 万 wan4"  蚌棒傍谤磅镑玤塝搒 347 "蒡 bang4 arctium lappa; great burdock
牛蒡 niu2bang4 burdock" 
诏 zhao4 "讠 yan2, 召 zhao4, 刀 dao1, 口 kou3"  召兆赵照罩肇笊棹旐𬶐曌 348 "诏 zhao4 imperial order
诏书 zhao4shu1 edict; written imperial order
下诏 xia4zhao4 to hand down an imperial edict
奉诏 feng4zhao4 to receive an imperial command
密诏 mi4zhao4 secret imperial edict" 
卞 bian4 "亠 tou2, 卜 bu3" "忭 bian4, 抃 bian4, 汴 bian4, 苄 bian4" 变便遍辨辩辫弁抃苄汴忭𨚕昪 349 "卞 bian4 hurried" 
砚 yan4 "石 shi2, 口 kou3, 见 jian4, 儿 er2"  厌咽艳唁宴验谚堰雁焰彦晏焱滟酽 350 "砚 yan4 ink-stone
砚台 yan4tai2 ink stone; ink slab
古砚 gu3yan4 antique ink slab
同砚 tong2yan4 classmate; fellow student
墨砚 mo4yan4 ink slab; ink stone" 
蝻 nan3 "虫 chong2, 中 zhong1, 口 kou3, ㇀ ti2, 南 nan2, 十 shi2"  赧腩 351 "蝻 nan3 immature locusts" rare
徕 lai2 "彳 chi4, 来 lai2, 未 wei4, 木 mu4, 十 shi2"  来莱崃涞铼俫梾 352 "招徕 zhao1lai2 to canvass (for customers); to solicit; to recruit" 
蹴 cu4 "就 jiu4, 京 jing1, 亠 tou2, 口 kou3, 小 xiao3, 八 ba1, 尤 you2, 尢 wang1"  促醋簇猝蔟蹙 353 "蹴 cu4 carefully; to kick; to tread on; to stamp" 
佟 tong2 "冬 dong1"  同彤桐铜童瞳茼砼酮僮潼仝峂𫍣哃 354  
麓 lu4 "林 lin2, 木 mu4, 十 shi2, 鹿 lu4, 广 guang3, 厂 chang3, 比 bi3, 匕 bi3"  陆录赂鹿绿禄碌路露辂渌逯箓漉辘戮 355 "麓 lu4 foot of a hill
山麓 shan1lu4 foothills" 
潞 lu4 "氵 shui3, ㇀ ti2, 路 lu4, 各 ge4, 口 kou3"  陆录赂鹿绿禄碌路露辂渌逯箓漉辘戮 356 "潞 lu4 name of a river" 
箐 qing4 "青 qing1, 土 tu3, 十 shi2, 月 yue4"  庆綮磬罄碃 357 "箐 qing4 to draw a bamboo bow or crossbow" 
胄 zhou4 "由 you2, 日 ri4, 囗 wei2, 月 yue4"  咒宙昼皱骤纣㤘绉荮籀㑇酎 358 "胄 zhou4 helmet; descendants
甲胄 jia3zhou4 armor
世胄 shi4zhou4 hereditary house; noble or official family
介胄 jie4zhou4 armor
胄子 zhou4zi3 eldest son" 
蛟 jiao1 "虫 chong2, 中 zhong1, 口 kou3, ㇀ ti2, 交 jiao1, 亠 tou2, 父 fu4, 八 ba1, 乂 yi4"  交郊浇娇骄胶椒焦跤蕉礁艽茭姣鲛 359 "蛟 jiao1 a legendary dragon with the ability to control rain and floods
蛟龙 jiao1long2 legendary dragon with the ability to control rain and floods" 
纣 zhou4 "纟 si1, ㇀ ti2, 寸 cun4" "荮 zhou4" 咒宙昼皱骤㤘绉荮胄籀㑇酎 360 "纣 zhou4 crupper (harness strap running over a horse's hindquarters and under its tail)
纣辛 zhou4xin1 zhou xin (c. 11th century bc), last king of the shang dynasty" 
蹙 cu4 "戚 qi1, 戊 wu4, 戈 ge1, 弋 yi4, 上 shang4, 小 xiao3, 八 ba1, 足 zu2, 口 kou3, 人 ren2"  促醋簇猝蔟蹴 361 "蹙 cu4 to knit (one's brows); wrinkled (of brows); to hesitate; distressed
蹙眉 cu4mei2 to frown
穷蹙 qiong2cu4 hard-up; in dire straits; desperate" 
埼 qi2 "土 tu3, 十 shi2, 奇 qi2, 大 da4, 人 ren2, 可 ke3, 丁 ding1, 口 kou3"  齐其奇歧祈脐崎骑棋旗鳍亓祁圻芪岐 362 "埼 qi2 headland" 
脍 kuai4 "月 yue4, 会 hui4, 人 ren2, 云 yun2, 二 er4, 厶 si1"  块快筷侩哙狯郐鲙 363 "脍 kuai4 chopped meat or fish" 
轼 shi4 "车 che1, 十 shi2, 式 shi4, 弋 yi4, 工 gong1"  士氏示世市式势事侍饰试视拭柿是适 364 "轼 shi4 crossbar in carriage front" 
跐 ci3 "此 ci3, 止 zhi3, 匕 bi3"  此泚玼𫚖 365 "跐 ci3 to trample; to step; to walk on the ball of the foot" 
栎 li4 "木 mu4, 十 shi2, 乐 le4, 小 xiao3, 八 ba1"  力历厉立吏丽励利沥例隶荔俐莉栗砾 366 "栎 li4 oak; quercus serrata
柞栎 zuo4li4 mongolian oak (quercus dentata)
槲栎 hu2li4 oriental white oak (quercus aliena)
栎树 li4shu4 oak tree
麻栎 ma2li4 sawtooth oak; quercus acutissima" 
缬 xie2 "纟 si1, ㇀ ti2, 颉 jie2, 吉 ji2, 士 shi4, 十 shi2, 口 kou3, 页 ye4, 贝 bei4, 人 ren2"  协邪胁挟斜谐携鞋偕撷勰㙦 367 "缬 xie2 knot; tie a knot
缬草 xie2cao3 valerian (valeriana officinalis)" 
聩 kui4 "耳 er3, 贵 gui4, 贝 bei4, 人 ren2"  馈溃愧匮喟愦篑蒉 368 "聩 kui4 born deaf; deaf; obtuse
昏聩 hun1kui4 muddle-headed
聋聩 long2kui4 deaf; fig. stupid and ignorant" 
瘆 shen4 "疒 ne4, ㇀ ti2, 广 guang3, 厂 chang3, 参 can1, 厶 si1, 大 da4, 人 ren2, 彡 shan1"  肾甚渗慎胂蜃椹 369 "瘆 shen4 to terrify
瘆人 shen4ren2 scary" 
邵 shao4 "召 zhao4, 刀 dao1, 口 kou3, 阝 fu4"  绍哨劭睄潲 370 "邵 shao4 place name
邵阳 shao4yang2 shaoyang, prefecture-level city in hunan" 
呲 ci1 "口 kou3, 此 ci3, 止 zhi3, 匕 bi3"  疵跐 371 "呲 ci1 (coll.) to scold; to rebuke" rare
哏 gen2 "口 kou3, 艮 gen3"   372 "哏 gen2 funny; amusing; sth comical
逗哏 dou4gen2 to joke; to play the fool; to provoke laughter
抓哏 zhua1gen2 (of a comedian) to seize on something sb has just said or done to make an ad lib joke" unique
嘌 piao4 "口 kou3, 票 piao4, 示 shi4, 二 er4, 小 xiao3, 八 ba1"  票蔈 373 "嘌 piao4 (literary) fast; speedy" rare
熹 xi1 "喜 xi3, 十 shi2, 豆 dou4, 䒑 cao3, 口 kou3, 灬 huo3"  夕西吸希昔析牺息悉惜晰稀犀锡溪熙 374 "熹 xi1 bright; warm" 
肄 yi4 "聿 yu4, 十 shi2, 二 er4"  亿义艺忆议屹亦异抑邑役译易绎疫益 375 "肄 yi4 to learn
肄业 yi4ye4 to attend (a school); to drop out (of college etc)" 
偻 lou2 "娄 lou2, 米 mi3, 木 mu4, 十 shi2, 女 nü3"  娄楼蒌喽耧蝼髅剅𪣻溇𦝼 376 "偻 lou2 hunchback
佝偻 gou1lou2 stooped; crooked" 
啻 chi4 "帝 di4, 亠 tou2, 冖 mi4, 巾 jin1, 口 kou3"  斥赤翅叱饬炽敕瘛彳痓傺 377 "啻 chi4 (not) just
不啻 bu4chi4 just as; no less than; like (sth momentous); as good as; tantamount to
何啻 he2chi4 (literary) far more than; not limited to" 
廋 sou1 "广 guang3, 厂 chang3, 叟 sou3, 又 you4"  搜艘嗖馊溲飕螋蒐锼 378 "廋 sou1 to search; be concealed" 
袄 ao3 "衤 yi1, 夭 yao1, 大 da4, 人 ren2"  媪 379 "袄 ao3 coat; jacket; robe
棉袄 mian2ao3 cotton-padded jacket
夹袄 jia2ao3 lined jacket; double layered jacket
袄子 ao3zi5 coat; jacket; short and lined coat or robe
袄教 ao3jiao4 zoroastrianism" rare
埚 guo1 "土 tu3, 十 shi2, 呙 guo1, 口 kou3, 内 nei4, 人 ren2"  郭锅聒蝈呙崞 380 "埚 guo1 crucible
坩埚 gan1guo1 crucible" 
泾 jing1 "氵 shui3, ㇀ ti2"  茎京经荆惊晶睛兢精鲸菁旌腈粳猄 381 "泾 jing1 jing river" 
鹞 yao4 "䍃 yao2, 缶 fou3, 午 wu3, 十 shi2, 凵 kan3, 鸟 niao3, 乌 wu1, 马 ma3"  药要钥耀靿曜崾 382 "鹞 yao4 sparrow hawk; accipiter nisus
纸鹞 zhi3yao4 kite
鹞鲼 yao4fen4 bonnet skate (zoology)" 
阙 que1 "门 men2, 屰 ni4, 䒑 cao3, 屮 che4, 凵 kan3, 欠 qian4, ⺈ yi4, 人 ren2"  缺炔 383 "阙 que1 mistake
城阙 cheng2que4 watchtower on either side of a city gate; (literary) city; imperial palace
宫阙 gong1que4 palace
诣阙 yi4que1 to go to the palace to see the emperor
金阙 jin1que4 the imperial palace" rare
啫 zhe3 "口 kou3, 者 zhe3, 土 tu3, 十 shi2, 日 ri4, 囗 wei2"  者锗赭褶 384 "啫喱 zhe3li2 gel" 
褡 da1 "衤 yi1, 艹 cao3, 十 shi2, 合 he2, 人 ren2, 口 kou3"  搭耷嗒哒𨱏 385 "褡 da1 pouch; sleeveless jacket
褡裢 da1lian5 cloth pouch open in the middle, forming two bags; jacket worn for chinese wrestling
挂褡 gua4da1 (of a monk) to take residence at a temple" 
囵 lun2 "囗 wei2, 仑 lun2, 人 ren2, 匕 bi3"  仑伦沦轮𬬭 386 "囵 lun2 complete
囫囵 hu2lun2 complete; whole" 
婫 kun1 "女 nü3, 昆 kun1, 日 ri4, 囗 wei2, 比 bi3, 匕 bi3"  坤昆琨焜髡锟醌鲲堃裈鹍 387  
坳 ao4 "土 tu3, 十 shi2, 幼 you4, 幺 yao1, 厶 si1, 力 li4"  拗傲奥澳懊骜鏊岙奡隩薁 388 "坳 ao4 depression; cavity; hollow
坳陷 ao4xian4 (geology) depression; low-lying area" 
鸪 gu1 "古 gu3, 十 shi2, 口 kou3, 鸟 niao3, 乌 wu1, 马 ma3"  估咕沽孤姑菇辜呱轱菰蛄酤觚箍蓇 389 "鸪 gu1 partridge; francolinus chinensis
鹧鸪 zhe4gu1 partridge
鹁鸪 bo2gu1 turtle dove or similar bird; oriental turtle dove (streptopelia orientalis)" 
掬 ju1 "扌 shou3, ㇀ ti2, 米 mi3, 木 mu4, 十 shi2"  拘居驹鞠苴狙疽琚趄椐锔雎裾鞫岨 390 "掬 ju1 to hold in one's hands; classifier for a double handful
可掬 ke3ju1 conspicuous; plain to see
挹掬 yi4ju1 to scoop up water with the hands
掬水 ju1shui3 to scoop up water
掬诚 ju1cheng2 wholeheartedly; sincerely" 
篦 bi4   币必毕闭庇毙痹碧蔽弊壁避臂璧畀荜 391 "篦 bi4 fine-toothed comb; to comb
竹篦 zhu2bi4 bamboo comb
篦子 bi4zi5 double-edged fine-toothed comb; grate
篦头 bi4tou2 to comb one's hair" 
鹧 zhe4 "庶 shu4, 广 guang3, 厂 chang3, 廿 nian4, 卄 nian4, 十 shi2, 灬 huo3, 鸟 niao3, 乌 wu1, 马 ma3"  这浙蔗柘䗪 392 "鹧 zhe4 partridge; francolinus chinensis
鹧鸪 zhe4gu1 partridge" 
妪 yu4 "女 nü3, 区 qu1"  玉芋郁育狱浴预域欲遇喻御寓裕愈誉 393 "妪 yu4 old woman; to brood over; to protect
老妪 lao3yu4 old woman (formal writing)" 
鳎 ta3 "鱼 yu2, ⺈ yi4, 田 tian2, 囗 wei2, 十 shi2"  塔獭 394 "鳎 ta3 sole (fish)" rare
毖 bi4 "比 bi3, 匕 bi3, 必 bi4, 心 xin1"  币必毕闭庇毙痹碧蔽弊壁避臂璧畀荜 395 "毖 bi4 careful; to prevent" 
坩 gan1 "土 tu3, 十 shi2, 甘 gan1, 廿 nian4, 卄 nian4"  干甘杆肝柑竿尴玕苷矸泔酐疳虷 396 "坩 gan1 crucible
坩埚 gan1guo1 crucible" 
袅 niao3 "鸟 niao3, 乌 wu1, 马 ma3, 衣 yi1, 亠 tou2"  鸟茑 397 "袅 niao3 delicate; graceful; delicate; graceful; delicate; graceful
袅袅 niao3niao3 rising in spirals
袅娜 niao3nuo2 slim and graceful" rare
伫 zhu4 "㝉 zhu4, 宀 mian2, 冖 mi4"  助住贮注驻柱祝著蛀铸筑苎杼炷翥 398 "伫 zhu4 to stand for a long time; to wait; to look forward to; to accumulate
伫立 zhu4li4 to stand for a long time
伫列 zhu4lie4 queue (computing)" 
嵴 ji2 "山 shan1, 凵 kan3, 脊 ji3, 月 yue4"  及吉级极即急疾棘集辑嫉藉籍岌汲佶 399 "嵴 ji2 ridge; crest; apex
齿嵴 chi3ji3 alveolar ridge" 
砟 zha3 "石 shi2, 口 kou3, 乍 zha4, 二 er4"  眨拃鲊鲝 400 "砟 zha3 fragments" 
鳝 shan4 "鱼 yu2, ⺈ yi4, 田 tian2, 囗 wei2, 十 shi2, 善 shan4, 羊 yang2, 䒑 cao3, 口 kou3"  扇善擅赡讪汕疝剡骟鄯缮膳嬗蟮𫮃 401 "鳝 shan4 chinese yellow eel
鳝鱼 shan4yu2 eel
黄鳝 huang2shan4 asian swamp eel (monopterus albus)" 
嘁 qi1 "口 kou3, 戚 qi1, 戊 wu4, 戈 ge1, 弋 yi4, 上 shang4, 小 xiao3, 八 ba1"  七妻柒栖凄戚期欺漆沏桤萋蹊郪欹 402 "嘁 qi1 whispering sound" 
掼 guan4 "扌 shou3, ㇀ ti2, 贯 guan4, 毌 guan4, 十 shi2, 贝 bei4, 人 ren2"  贯惯灌罐涫盥瓘鹳毌祼爟 403 "掼 guan4 to fling; to fall; to wear" 
嗟 jie1 "口 kou3, 差 cha4"  阶皆接秸揭街疖喈湝 404 "嗟 jie1 sigh
咨嗟 zi1jie1 to gasp (in admiration); to sigh" 
蠹 du4 "冖 mi4, 石 shi2, 口 kou3, 虫 chong2, 中 zhong1, ㇀ ti2"  杜肚妒度渡镀芏𬭊 405 "蠹 du4 insect that eats into books, clothing etc; moth-eaten; worm-eaten
蠹虫 du4chong2 moth; harmful person; vermin
国蠹 guo2du4 traitor; public enemy
小蠹 xiao3du4 bark beetle (zoology)
巨蠹 ju4du4 public enemy number one" 
祯 zhen1 "卜 bu3, 贞 zhen1, 贝 bei4, 人 ren2"  贞针侦珍真斟帧胗桢砧蓁甄榛箴臻 406 "祯 zhen1 auspicious; lucky" 
钎 qian1 "钅 jin1, 二 er4, 千 qian1, 十 shi2"  千迁牵铅谦签仟阡扦芊佥悭愆鹐骞 407 "钎 qian1 a drill (for boring through rock)
钎子 qian1zi5 hammer drill for boring through rock
炮钎 pao4qian1 a drill; a hammer drill for boring through rock
钢钎 gang1qian1 (mining) drill rod; drill steel" 
炷 zhu4 "火 huo3, 人 ren2, 主 zhu3, 王 wang2, 土 tu3, 十 shi2"  助住贮注驻柱祝著蛀铸筑伫苎杼翥 408 "炷 zhu4 wick of an oil lamp; to burn (incense etc); classifier for lit incense sticks
艾炷 ai4zhu4 moxa cone" 
蹉 cuo1 "差 cha4"  搓撮磋瑳 409 "蹉 cuo1 to error; to slip; to miss; to err
蹉跎 cuo1tuo2 (literary) to slip; (of looks etc) to fade away; (of time) to slip away; to squander (time, opportunities); to dillydally" 
汛 xun4 "氵 shui3, ㇀ ti2, 十 shi2"  训讯迅驯逊殉徇巽蕈噀 410 "汛 xun4 flood; high-water
伏汛 fu2xun4 summer flood
凌汛 ling2xun4 ice-jam flood (arising when river downstream freezes more than upstream)
春汛 chun1xun4 spring flood
桃汛 tao2xun4 spring flood (at peach-blossom time)" 
粑 ba1 "米 mi3, 木 mu4, 十 shi2, 巴 ba1, 巳 si4"  八巴扒叭芭吧疤捌笆朳岜蚆羓鲃 411 "糌粑 zan1ba1 tsamba, tibetan barley bread
糍粑 ci2ba1 sticky rice cake" 
狎 xia2 "犭 quan3, 甲 jia3, 日 ri4, 囗 wei2"  匣侠峡狭暇辖霞柙硖遐瑕黠叚翈 412 "狎 xia2 (bound form) (literary) to take liberties with sb or sth; to treat frivolously
狎昵 xia2ni4 intimate; taking liberties; familiar (with a negative connotation)
玩狎 wan2xia2 to trifle; to dally with; to treat casually; to jest" 
镕 rong2 "钅 jin1, 二 er4, 容 rong2, 宀 mian2, 冖 mi4, 谷 gu3, 八 ba1, 人 ren2, 口 kou3"  戎茸荣绒容蓉溶榕熔融狨嵘蝾瑢 413 "镕 rong2 to smelt; to fuse
镕炉 rong2lu2 forge" 
跖 zhi2 "石 shi2, 口 kou3"  执直侄值职植殖埴摭踯絷 414  
渭 wei4 "氵 shui3, ㇀ ti2, 胃 wei4, 田 tian2, 囗 wei2, 十 shi2, 月 yue4"  卫未位味畏胃谓尉喂猬蔚慰魏霨硙 415 "渭南 wei4nan2 weinan, prefecture-level city in shaanxi" 
滂 pang1 "氵 shui3, ㇀ ti2, 旁 pang2, 亠 tou2, 冖 mi4, 方 fang1, 万 wan4"  乓雱 416 "滂 pang1 rushing (water)
滂沱 pang1tuo2 pouring; flooding" rare
黢 qu1 "黑 hei1, 土 tu3, 十 shi2, 口 kou3, 灬 huo3, 厶 si1, 八 ba1"  区岖驱屈躯趋祛蛆蛐诎坥㭕𪨰胠袪 417 "黢 qu1 black; dark
黢黑 qu1hei1 pitch-black; pitch-dark" 
眦 zi4 "目 mu4, 囗 wei2, 此 ci3, 止 zhi3, 匕 bi3"  自字恣渍 418 "眦 zi4 corner of the eye; canthus; eye socket
目眦 mu4zi4 eye socket
眦睚 zi4ya2 to stare in anger; a look of hatred" 
錾 zan4 "斩 zhan3, 车 che1, 十 shi2, 斤 jin1, 金 jin1, 䒑 cao3"  暂赞瓒酂 419 "錾 zan4 to engrave
錾子 zan4zi5 chisel" 
炕 kang4 "火 huo3, 人 ren2, 亢 kang4, 亠 tou2, 几 ji3"  亢抗伉闶钪 420 "炕 kang4 kang (a heatable brick bed); to bake; to dry by the heat of a fire
土炕 tu3kang4 heated brick common bed
尿炕 niao4kang4 to wet the bed
炕床 kang4chuang2 heatable brick bed
落炕 lao4kang4 to be laid up in bed with illness" 
旎 ni3 "尼 ni2, 尸 shi1, 匕 bi3"  拟你薿 421 "旎 ni3 fluttering of flags
旖旎 yi3ni3 charming and gentle" 
娆 rao2 "女 nü3, 尧 yao2, 兀 wu4, 儿 er2"  饶桡荛 422 "娆 rao2 graceful
妖娆 yao1rao2 enchanting; alluring (of a girl)" 
锗 zhe3 "钅 jin1, 二 er4, 者 zhe3, 土 tu3, 十 shi2, 日 ri4, 囗 wei2"  者赭褶啫 423 "锗 zhe3 germanium (chemistry)" 
泸 lu2 "氵 shui3, ㇀ ti2, 卢 lu2, 尸 shi1"  卢芦庐炉颅垆栌轳胪鸬舻鲈𬬻 424 "泸 lu2 old name of a river in jiangxi; place name
泸州 lu2zhou1 luzhou prefecture-level city in sichuan
泸西 lu2xi1 luxi county in honghe hani and yi autonomous prefecture, yunnan" 
髭 zi1 "髟 biao1, 三 san1, 二 er4, 彡 shan1, 此 ci3, 止 zhi3, 匕 bi3"  咨姿资滋孜淄缁辎嗞嵫孳趑锱龇鲻 425 "髭 zi1 mustache
胡髭 hu2zi1 beard and mustache" 
铱 yi1 "钅 jin1, 二 er4, 衣 yi1, 亠 tou2"  一伊衣医依壹祎咿猗揖漪噫黟洢繄 426 "铱 yi1 iridium (chemistry)" 
诹 zou1 "讠 yan2, 取 qu3, 耳 er3, 又 you4"  邹陬驺鄹鲰 427 "诹 zou1 to choose; to consult" 
脔 luan2 "肉 rou4, 内 nei4, 人 ren2"  峦孪娈栾挛鸾滦銮 428 "脔 luan2 skinny; sliced meat
禁脔 jin4luan2 exclusive property; forbidden domain" 
嗥 hao2 "口 kou3, 皋 gao1, 白 bai2, 日 ri4, 囗 wei2, 大 da4, 人 ren2, 十 shi2"  毫豪嚎蚝貉壕濠 429 "嗥 hao2 to howl (like a wolf)
嗥叫 hao2jiao4 to growl; to howl
狼嗥 lang2hao2 wolves howling; (fig.) to howl; to ululate" 
鳐 yao2 "鱼 yu2, ⺈ yi4, 田 tian2, 囗 wei2, 十 shi2, 䍃 yao2, 缶 fou3, 午 wu3, 凵 kan3"  尧肴姚窑谣摇遥爻峣珧徭瑶垚轺猺 430 "鳐 yao2 skate (cartilaginous fish belonging to the family rajidae); ray (fish)" 
倏 shu1 "犬 quan3, 大 da4, 人 ren2"  书抒枢叔殊梳淑舒疏输蔬纾姝菽摅 431 "倏 shu1 sudden; abrupt
倏然 shu1ran2 (literary) suddenly
倏地 shu1de5 swiftly; suddenly
倏忽 shu1hu1 (literary) suddenly" 
瑢 rong2 "容 rong2, 宀 mian2, 冖 mi4, 谷 gu3, 八 ba1, 人 ren2, 口 kou3"  戎茸荣绒容蓉溶榕熔融狨嵘蝾镕 432 "瑢 rong2 gem ornaments for belts" 
昴 mao3 "日 ri4, 囗 wei2, 卯 mao3"  卯峁泖铆 433 "昴 mao3 the pleiades" 
髌 bin4 "骨 gu3, 冖 mi4, 宾 bin1, 宀 mian2, 兵 bing1, 丘 qiu1, 斤 jin1, 八 ba1"  鬓摈殡膑 434 "髌 bin4 kneecapping; to cut or smash the kneecaps as corporal punishment
髌骨 bin4gu3 kneecap; patella" 
屣 xi3 "尸 shi1, 徙 xi3, 彳 chi4, 止 zhi3, 人 ren2"  洗徙喜玺铣葸禧枲蓰憙𬭳𬶮 435 "屣 xi3 slippers
敝屣 bi4xi3 worn-out shoes; a worthless thing" 
殄 tian3 "歹 dai3, 夕 xi1, 彡 shan1" "餮 tie4" 舔忝腆淟晪 436 "殄 tian3 to exterminate" 
鳌 ao2 "敖 ao2, 士 shi4, 十 shi2, 方 fang1, 万 wan4, 攵 pu1, 乂 yi4, 鱼 yu2, ⺈ yi4, 田 tian2, 囗 wei2"  熬敖遨嗷璈獒聱螯翱鏖嶅廒 437 "鳌 ao2 mythological sea turtle
鳌抃 ao2bian4 to clap and dance with joy" 
蝰 kui2 "虫 chong2, 中 zhong1, 口 kou3, ㇀ ti2, 奎 kui2, 大 da4, 人 ren2, 圭 gui1, 土 tu3, 十 shi2"  葵魁奎逵馗揆喹暌睽夔骙戣櫆 438 "蝰蛇 kui2she2 forest or meadow viper (vipera russelii siamensis or similar)" 
歃 sha4 "臿 cha1, 千 qian1, 十 shi2, 臼 jiu4, 欠 qian4, ⺈ yi4, 人 ren2"  厦霎唼嗄 439 "歃 sha4 to drink" 
祇 qi2 "卜 bu3, 氏 shi4"  齐其奇歧祈脐崎骑棋旗鳍亓祁圻芪岐 440 "祇 qi2 god of the earth
地祇 di4qi2 earth spirit
神祇 shen2qi2 god; deity" 
愎 bi4 "忄 xin1, 复 fu4"  币必毕闭庇毙痹碧蔽弊壁避臂璧畀荜 441 "愎 bi4 perverse; obstinate; willful
刚愎 gang1bi4 headstrong; perverse" 
鲇 nian2 "鱼 yu2, ⺈ yi4, 田 tian2, 囗 wei2, 十 shi2, 占 zhan4, 口 kou3"  年黏 442 "鲇 nian2 sheatfish (parasilurus asotus); oriental catfish" rare
镬 huo4 "钅 jin1, 二 er4, 艹 cao3, 十 shi2"  或货获祸惑霍豁藿嚯蠖濩㸌 443  
幄 wo4 "巾 jin1, 屋 wu1, 尸 shi1, 至 zhi4, 土 tu3, 十 shi2"  沃卧握肟渥斡龌偓硪 444 "幄 wo4 tent" 
龃 ju3 "齿 chi3, 止 zhi3, 凵 kan3, 人 ren2, 且 qie3"  沮矩举咀莒蒟榉踽弆筥 445 "龃 ju3 irregular; uneven teeth
龃龉 ju3yu3 lit. unaligned teeth; fig. disagreement" 
镴 la4 "钅 jin1, 二 er4, 囗 wei2, 乂 yi4"  腊蜡辣剌瘌蝲𬶟 446 "镴 la4 solder; tin
白镴 bai2la4 pewter; solder
镴箔 la4bo2 thin foil to make paper money for the dead" 
茕 qiong2 "十 shi2"  穷琼邛穹筇蛩䓖銎 447 "茕 qiong2 alone; desolate" 
遴 lin2 "辶 chuo4, 米 mi3, 木 mu4, 十 shi2, 舛 chuan3, 夕 xi1"  邻林临淋琳磷鳞啉粼嶙璘霖辚麟箖 448 "遴 lin2 (literary) to select
遴选 lin2xuan3 to pick; to choose; to select" 
忪 song1 "忄 xin1, 公 gong1, 八 ba1, 厶 si1"  松凇菘淞嵩娀崧 449 "忪 zhong1 restless; agitated
惺忪 xing1song1 drowsy-eyed; wavering; indecisive; awake; conscious; clearheaded
怔忪 zheng1zhong1 frightened; scared; terrified" 
馐 xiu1 "饣 shi2, ⺈ yi4, 羞 xiu1, 丑 chou3, 十 shi2"  休修羞咻庥貅髹脩鸺䗛 450 "馐 xiu1 delicacies
珍馐 zhen1xiu1 delicacy; dainties; rare foodstuff" 
驽 nu2 "奴 nu2, 女 nü3, 又 you4, 马 ma3"  奴孥笯 451 "驽 nu2 (literary) inferior horse
驽钝 nu2dun4 (literary) dull; slow-witted
驽马 nu2ma3 (literary) inferior horse" 
苫 shan1 "艹 cao3, 十 shi2, 占 zhan4, 口 kou3"  山杉删衫珊煽芟姗舢跚潸钐埏烻 452 "苫 shan1 straw mat; thatch" 
饽 bo1 "饣 shi2, ⺈ yi4, 孛 bei4, 十 shi2, 冖 mi4, 子 zi3, 了 liao3"  拨波玻剥菠播钵蕃砵哱𬭛嶓 453 "饽 bo1 cake; biscuit
饽饽 bo1bo5 pastry; steamed bun; cake" 
醌 kun1 "酉 you3, 西 xi1, 昆 kun1, 日 ri4, 囗 wei2, 比 bi3, 匕 bi3"  坤昆琨焜髡锟鲲堃裈婫鹍 454 "醌 kun1 quinone (chemistry)
萘醌 nai4kun1 naphthoquinone (chemistry)
蒽醌 en1kun1 anthraquinone (chemistry)" 
彤 tong2 "丹 dan1, 亠 tou2, 彡 shan1"  同桐铜童瞳佟茼砼酮僮潼仝峂𫍣哃 455 "彤 tong2 red" 
鸸 er2 "而 er2, 鸟 niao3, 乌 wu1, 马 ma3"  儿而陑耏鲕 456 "鸸鹋 er2miao2 emu" 
楂 zha1 "木 mu4, 十 shi2, 查 cha2, 旦 dan4, 日 ri4, 囗 wei2"  扎渣揸吒挓奓哳齇 457 "楂 cha2 fell trees; raft; to hew
山楂 shan1zha1 chinese hawthorn (crataegus pinnatifida)
榠楂 ming2zha1 chinese quince (pseudocydonia sinensis)" 
殚 dan1 "歹 dai3, 夕 xi1, 单 dan1, 日 ri4, 囗 wei2, 十 shi2"  丹担单耽眈郸聃箪儋瘅 458 "殚 dan1 entirely; to exhaust
殚力 dan1li4 to strive; endeavor
殚心 dan1xin1 to devote one's entire mind
殚闷 dan1men4 to faint; to swoon; to lose consciousness
殚残 dan1can2 to destroy" 
藜 li2 "艹 cao3, 十 shi2, 黎 li2, 八 ba1"  厘狸离梨犁漓璃黎篱骊鹂喱蓠蜊缡嫠 459 "藜 li2 name of weed plant (fat hen, goosefoot, pigweed etc); chenopodium album
藜麦 li2mai4 quinoa" 
萸 yu2 "艹 cao3, 十 shi2, 臾 yu2, 臼 jiu4, 人 ren2"  于余鱼娱渔隅逾渝愉榆愚舆玙欤妤盂 460 "萸 yu2 cornelian cherry" 
俪 li4 "丽 li4"  力历厉立吏丽励利沥例隶荔俐莉栗砾 461 "俪 li4 husband and wife
伉俪 kang4li4 husband and wife (literary)
俪影 li4ying3 photo of a (married) couple
骈俪 pian2li4 parallel (sentences); parallel prose" 
汩 gu3 "氵 shui3, ㇀ ti2, 曰 yue1, 囗 wei2"  古谷股骨贾鼓诂牯罟钴蛊鹄毂榖鹘 462 "汩 gu3 confused; extinguished" 
瘘 lou4 "疒 ne4, ㇀ ti2, 广 guang3, 厂 chang3, 娄 lou2, 米 mi3, 木 mu4, 十 shi2, 女 nü3"  陋漏镂 463 "瘘 lou4 fistula; ulceration
瘘管 lou4guan3 fistula" 
