武装 wu3zhuang1 arms; equipment; to arm; military; armed (forces)
武功 wu3gong1 martial art; military accomplishments; (peking opera) martial arts feats" 1256
备 bei4 "nang3 xun4 tou4 tao3 bei4" ⿱夂田 "备 bei4 (bound form) to prepare; to equip; (literary) fully; in every possible way
准备 zhun3bei4 preparation; to prepare; to intend; to be about to; reserve (fund)
设备 she4bei4 equipment; facilities; installations
具备 ju4bei4 to possess; to have; equipped with; able to fulfill (conditions or requirements)
装备 zhuang1bei4 equipment; to equip; to outfit" 1257
智 zhi4 "zhuai4 fen3 tou1 zhi4 qiao1" ⿱知日 "智 zhi4 (literary) wise; wisdom
智慧 zhi4hui4 wisdom; knowledge; intelligent; intelligence
理智 li3zhi4 reason; intellect; rationality; rational
智能 zhi4neng2 intelligent; able; smart (phone, system, bomb etc)
智力 zhi4li4 intelligence; intellect" 1258
冠 "guan1, guan4" "di2 guan1 qiang1 dao3 xiao1" ⿱冖㝴 "冠 guan1 hat; crown; crest; cap
冠军 guan4jun1 champion
夺冠 duo2guan4 to seize the crown; fig. to win a championship; to win gold medal
皇冠 huang2guan1 crown (headgear)
桂冠 gui4guan1 laurel (as a symbol of victory or merit)" 1259
局 ju2 "ken3 de1 ju2 huang3 ning2" ⿸尸⿹𠃌口 "局 ju2 narrow; office; situation; classifier for games: match, set, round etc
局长 ju2zhang3 bureau chief
邮局 you2ju2 post office
局面 ju2mian4 aspect; phase; situation
结局 jie2ju2 conclusion; ending" 1260
监 "jian1, jian4" "cai2 jian1 han1 ceng2 shei2" ⿱𰀢皿 "监 jian1 to supervise; to inspect; jail; prison
监督 jian1du1 to control; to supervise; to inspect
监狱 jian1yu4 prison
监视 jian1shi4 to monitor; to keep a close watch over; surveillance
监控 jian1kong4 to monitor" 1261
患 huan4 "qi1 gui3 huan4 tao2 han4" ⿱串心 "患 huan4 to suffer (from illness); to contract (a disease); misfortune; trouble; danger; worry
患者 huan4zhe3 patient; sufferer
隐患 yin3huan4 a danger concealed within sth; hidden damage; misfortune not visible from the surface
患有 huan4you3 to contract (an illness); to be afflicted with; to suffer from
患病 huan4bing4 to fall ill" 1262
硕 shuo4 "chang4 xian3 shuo4 yan2 sen1" ⿰石页 "硕 shuo4 large; big
硕士 shuo4shi4 master's degree; person who has a master's degree; learned person
硕大 shuo4da4 big; huge; massive
华硕 hua2shuo4 asus (computer manufacturer)
丰硕 feng1shuo4 plentiful; substantial; rich (in resources etc)" 1263
降 "jiang4, xiang2" "niu1 wu3 zan3 jiang4 wang3" ⿰阝夅 "降 jiang4 to drop; to fall; to come down; to descend
下降 xia4jiang4 to decline; to drop; to fall; to go down; to decrease
降低 jiang4di1 to reduce; to lower; to bring down
降价 jiang4jia4 to cut the price; to drive down the price; to get cheaper
降临 jiang4lin2 to descend; to arrive; to come" 1264
伸 shen1 "shen1 cuan1 che1 o1 shua1" ⿰亻申 "伸 shen1 to stretch; to extend
伸出 shen1chu1 to extend
伸手 shen1shou3 to reach out with one's hand; to hold out a hand; (fig.) to beg; to get involved; to meddle
延伸 yan2shen1 to extend; to spread
伸展 shen1zhan3 stretching; extension" 1265
抬 tai2 "mi4 huan2 biao3 lüe4 tai2" ⿰扌台 "抬 tai2 to lift; to raise; (of two or more persons) to carry
抬头 tai2tou2 to raise one's head; to gain ground; account name, or space for writing the name on checks, bills etc
抬起 tai2qi3 to lift up
抬高 tai2gao1 to raise (price etc)
抬杠 tai2gang4 to bicker; to argue for the sake of arguing; to carry on poles (together with sb else); to carry a coffin on poles" 1266
授 shou4 "shou4 zhe4 tao2 chong2" ⿰扌受 "授 shou4 (bound form) to confer; to give; (bound form) to teach; to instruct; (literary) to appoint
教授 jiao4shou4 professor; to instruct; to lecture on
授权 shou4quan2 to authorize
授予 shou4yu3 to award; to confer
授课 shou4ke4 to teach; to give lessons" 1267
默 mo4 "chu2 yue1 ou3 min3 mo4" ⿰黑犬 "默 mo4 silent; to write from memory
沉默 chen2mo4 taciturn; uncommunicative; silent
默默 mo4mo4 in silence; not speaking
幽默 you1mo4 humorous
默契 mo4qi4 tacit understanding; mutual understanding; rapport; connected at a deep level with each other; (of team members) well coordinated; tight" 1268
贷 dai4 "yin2 dai4 xi2 hang4 she3" ⿱代贝 "贷 dai4 to lend on interest; to borrow; a loan; leniency; to make excuses; to pardon; to forgive
贷款 dai4kuan3 a loan; to provide a loan (e.g. bank); to raise a loan (from e.g. a bank)
信贷 xin4dai4 credit; borrowed money
借贷 jie4dai4 to borrow or lend money; debit and credit items on a balance sheet
还贷 huan2dai4 to repay a loan" 1269
挣 "zheng1, zheng4" "zheng1 qian1 mian4 jing1 hao2" ⿰扌爭 "挣扎 zheng1zha2 to struggle
挣钱 zheng4qian2 to make money
挣脱 zheng4tuo1 to throw off; to struggle free of" 1270
偏 pian1 "zang4 zhu1 cen2 gai4 pian1" ⿰亻扁 "偏 pian1 to lean; to slant; oblique; prejudiced; to deviate from average; to stray from the intended line; stubbornly; contrary to expectations
偏偏 pian1pian1 (indicates that sth turns out just the opposite of what one would wish) unfortunately; as it happened; (indicates that sth is the opposite of what would be normal or reasonable) stubbornly; contrarily; against reason; (indicates that sb or a group is singled out) precisely; only; of all people
偏僻 pian1pi4 remote; desolate; far from the city
偏见 pian1jian4 prejudice; bias
偏爱 pian1ai4 to be partial towards sth; to favor; to prefer; preference; favorite" 1271
财 cai2 "yin3 cai2 zuan3 nian2 lao1" ⿰贝才 "财 cai2 money; wealth; riches; property; valuables
财富 cai2fu4 wealth; riches
财政 cai2zheng4 finances (public); financial
财产 cai2chan3 property; assets; estate
财务 cai2wu4 financial affairs" 1272
摄 she4 "leng2 piao2 mu4 she4 zuo2" ⿰扌聂 "摄 she4 (bound form) to take in; to absorb; to assimilate; to take (a photo); (literary) to conserve (one's health); (literary) to act for
拍摄 pai1she4 to take (a picture); to shoot (a film)
摄影 she4ying3 to take a photograph; photography; to shoot (a movie)
摄像 she4xiang4 to videotape
摄取 she4qu3 to absorb (nutrients etc); to assimilate; intake; to take a photograph of (a scene)" 1273
输 shu1 "shu1 nou4 e1 gai3 geng1" ⿰车俞 "输 shu1 to lose; to transport; to donate; to enter (a password)
输入 shu1ru4 to import; to input
运输 yun4shu1 to transport; to carry; transportation
输出 shu1chu1 to export; to output
传输 chuan2shu1 to transmit; transmission" 1274
缘 yuan2 "huo4 shen4 yuan2 shui4 zhao4" ⿰纟彖 "缘 yuan2 cause; reason; karma; fate; predestined affinity; margin; hem; edge; along
缘故 yuan2gu4 reason; cause
边缘 bian1yuan2 edge; fringe; verge; brink; periphery; marginal; borderline
无缘 wu2yuan2 to have no opportunity; no way (of doing sth); no chance; no connection; not placed (in a competition); (in pop lyrics) no chance of love, no place to be together etc
因缘 yin1yuan2 chance; opportunity; predestined relationship; chain of cause and effect" 1275
贼 zei2 "ye1 kuai3 yong2 hou2 zei2" ⿰贝戎 "贼 zei2 thief; traitor; wily; deceitful; evil; extremely
盗贼 dao4zei2 robber
窃贼 qie4zei2 thief
抓贼 zhua1zei2 to catch a thief
贼船 zei2chuan2 pirate ship; fig. venture of dubious merit; criminal gang; reactionary faction" 1276
凯 kai3 "kao1 kai3 kuang2 lu1 fan1" ⿰岂几 "凯 kai3 triumphant; victorious
凯歌 kai3ge1 triumphal hymn; victory song; paean
凯旋 kai3xuan2 to return in triumph; to return victorious
凯利 kai3li4 kelly (person name)
凯蒂 kai3di4 (name) kitty, cathy, katy, caddy etc" 1277
砸 za2 "mao4 za2 pi4 zen3 zhao1" ⿰石匝 "砸 za2 to smash; to pound; to fail; to muck up; to bungle
砸碎 za2sui4 to pulverize; to smash to bits
砸死 za2si3 to crush to death
砸烂 za2lan4 to smash
砸坏 za2huai4 to smash; to shatter" 1278
悄 "qiao1, qiao3" "lou4 qiao1 guo2 zhui4 lan3" ⿰忄肖 "悄 qiao3 quiet; sad
悄悄 qiao1qiao1 quiet; making little or no noise; surreptitious; stealthy; anxious; worried
悄然 qiao3ran2 quietly; sorrowfully
悄声 qiao3sheng1 quietly; in a low voice" 1279
屁 pi4 "sun3 shang rao4 pi4 miao3" ⿸尸比 "屁 pi4 fart; flatulence; nonsense; (usu. in the negative) what; (not) a damn thing
屁股 pi4gu5 buttocks; bottom; butt; back part
放屁 fang4pi4 to fart; to break wind; to talk nonsense
狗屁 gou3pi4 bullshit; nonsense
马屁 ma3pi4 horse hindquarters; flattery; boot-licking" 1280
踩 cai3 "liao4 pu1 you4 cai3 jun1" ⿰𧾷采 "踩 cai3 to step on; to tread; to stamp; to press a pedal; to pedal (a bike); (online) to downvote" 1281
询 xun2 "xun2 xia2 chou1 yu1 zhe2" ⿰讠旬 "询 xun2 to ask about; to inquire about
咨询 zi1xun2 to consult; to seek advice; consultation; (sales) inquiry (formal)
询问 xun2wen4 to inquire
查询 cha2xun2 to check; to inquire; to consult (a document etc); inquiry; query
征询 zheng1xun2 to consult; to query; to solicit opinion" 1282
尝 chang2 "xiu4 xing3 yuan4 sang1 chang2" ⿱龸云 "尝 chang2 to taste; to try (food); to experience; (literary) ever; once; to taste
尝试 chang2shi4 to try; to attempt
品尝 pin3chang2 to taste a small amount; to sample
何尝 he2chang2 (rhetorical question) when?; how?; it's not that...
未尝 wei4chang2 not ever; not necessarily" 1283
核 "he2, hu2" "zhu1 he2 wan4 mang3 duan3" ⿰木亥 "核 he2 pit; stone; nucleus; nuclear; to examine; to check; to verify; to investigate
核心 he2xin1 core; nucleus
考核 kao3he2 to examine; to check up on; to assess; to review; appraisal; review; evaluation
审核 shen3he2 to audit; to investigate thoroughly
核实 he2shi2 to verify; to check" 1284
渴 ke3 "cuo1 ke3 gen4 mi2 chu1" ⿰氵曷 "渴 ke3 thirsty
渴望 ke3wang4 to thirst for; to long for
渴求 ke3qiu2 to long for; to crave for; to greatly desire
饥渴 ji1ke3 hungry and thirsty; (fig.) to crave (knowledge, love etc)
口渴 kou3ke3 thirsty" 1285
锁 suo3 "dian3 suo3 ri4 xiang3 jing4" ⿰钅𭕆 "锁 suo3 to lock; to lock up
封锁 feng1suo3 to blockade; to seal off; to lock down
锁定 suo3ding4 to lock (a door); to close with a latch; to lock into place; a lock; a latch; to lock a computer file (to prevent it being overwritten); to lock (denying access to a computer system or device or files, e.g. by password-protection); to focus attention on; to target
连锁 lian2suo3 to interlock; to be linked; chain (store etc)
锁上 suo3shang4 to lock; to lock up" 1286
驻 zhu4 "zhu4 ba2 bi1 jia2 chu3" ⿰马主 "驻 zhu4 to halt; to stay; to be stationed (of troops, diplomats etc)
进驻 jin4zhu4 to enter and garrison; (fig.) to establish a presence in
驻足 zhu4zu2 to stop (walking); to halt
驻地 zhu4di4 station; encampment
驻华 zhu4hua2 stationed in china; located in china" 1287
珠 zhu1 "ye1 zhu1 cheng3 yi2 zha4" ⿰𤣩朱 "珠 zhu1 bead; pearl
珍珠 zhen1zhu1 pearl
珠宝 zhu1bao3 pearls; jewels; precious stones
明珠 ming2zhu1 pearl; jewel (of great value)
眼珠 yan3zhu1 one's eyes; eyeball" 1288
帕 pa4 "de2 pa4 gua1 cao3 xu4" ⿰巾白 "帕 pa4 to wrap; kerchief; handkerchief; headscarf; pascal (si unit)
手帕 shou3pa4 handkerchief" 1289
尴 gan1 "hu1 sui2 gan1 bu1 zhao4" ⿺尢监 "尴,gan1,embarrassed; ill at ease
尴尬 gan1ga4 awkward; embarrassed" 1290
密 mi4 "mi4 ken3 er3 liu4 min2" ⿱宓山 "密 mi4 secret; confidential; close; thick; dense
秘密 mi4mi4 secret; private; confidential; clandestine
密码 mi4ma3 cipher; secret code; password; pin
亲密 qin1mi4 intimate; close
保密 bao3mi4 to keep sth confidential; to maintain secrecy" 1291
港 gang3 "ceng2 zha3 gang3 cang1 pa1" ⿰氵巷 "港 gang3 harbor; port
香港 xiang1gang3 hong kong
港口 gang3kou3 port; harbor
港币 gang3bi4 hong kong currency; hong kong dollar
港元 gang3yuan2 hong kong dollar" 1292
枚 mei2 "kui1 mei2 kun1 zhun3 reng1" ⿰木攵 "枚 mei2 classifier for coins, rings, badges, pearls, sporting medals, rockets, satellites etc; tree trunk; whip" 1293
料 liao4 "tuan1 liao4 hai2 ou3 xiong4" ⿰米斗 "料 liao4 material; stuff; grain; feed; to expect; to anticipate; to guess
资料 zi1liao4 material; resources; data; information; profile (internet)
材料 cai2liao4 (raw) material; data; (fig.) person who has the potential to do the job
饮料 yin3liao4 drink; beverage
塑料 su4liao4 plastics" 1294
握 wo4 "zao2 fen1 wo4 wan3 hua2" ⿰扌屋 "握 wo4 to hold; to grasp; to clench (one's fist); (bound form) to have in one's control; classifier: a handful
掌握 zhang3wo4 to grasp (often fig.); to control; to seize (initiative, opportunity, destiny); to master; to know well; to understand sth well and know how to use it; fluency
把握 ba3wo4 to grasp (also fig.); to seize; to hold; assurance; certainty; sure (of the outcome)
握手 wo4shou3 to shake hands
握住 wo4zhu4 to grip; to hold" 1295
森 sen1 "lou1 jiong1 jian1 zun1 sen1" ⿱木林 "森 sen1 forest
森林 sen1lin2 forest
森严 sen1yan2 strict; rigid; tight (security)
阴森 yin1sen1 gloomy; sinister; eerie
森森 sen1sen1 dense (of trees); thick; ghastly; eerie" 1296
愣 leng4 "geng4 leng4 chuang3 pa1 nang1" "⿰忄𬙙 or ⿰忄⿱罒方" "愣 leng4 to look distracted; to stare blankly; distracted; blank; (coll.) unexpectedly; rash; rashly
发愣 fa1leng4 to stare blankly; to be in a daze" 1297
蛋 dan4 "an4 zhong1 dan4 e3 ju4" ⿱疋虫 "蛋 dan4 egg; oval-shaped thing
鸡蛋 ji1dan4 (chicken) egg; hen's egg
蛋糕 dan4gao1 cake
脸蛋 lian3dan4 cheek; face
混蛋 hun2dan4 scoundrel; bastard; hoodlum; wretch" 1298
炼 lian4 "zhe3 lian4 pian4 cheng4 mo4" ⿰火𫠣 "炼 lian4 to refine; to smelt
修炼 xiu1lian4 (of taoists) to practice austerities; to practice asceticism
锻炼 duan4lian4 to toughen; to temper; to engage in physical exercise; to work out; (fig.) to develop one's skills; to train oneself
提炼 ti2lian4 to extract (ore, minerals etc); to refine; to purify; to process
炼狱 lian4yu4 purgatory" 1299
莉 li4 "cu4 e1 li4 chai4 zhu4" ⿱艹利 "莉 li4 jasmine
茉莉 mo4li4 jasmine" 1300
琴 qin2 "pou1 nu4 fan4 chu2 qin2" ⿱玨今 "琴 qin2 musical instrument in general
钢琴 gang1qin2 piano
弹琴 tan2qin2 to play or strum a lute or other stringed instrument
提琴 ti2qin2 instrument of the violin family (violin, viola, cello or double bass)
琴弦 qin2xian2 string (of a stringed instrument)" 1301
致 zhi4 "zhi4 xiong4 you4 qun1 hu1" "⿰至攵 or ⿰至夂(T)" "致 zhi4 (bound form) fine; delicate; exquisite; to send; to devote; to deliver; to cause; to convey
导致 dao3zhi4 to lead to; to create; to cause; to bring about
一致 yi1zhi4 unanimous; identical (views or opinions)
大致 da4zhi4 more or less; roughly; approximately
精致 jing1zhi4 delicate; fine; exquisite; refined" 1302
麦 mai4 "shang1 mang1 mai4 me guan3" "⿱龶夂(GJ) or ⿱龶夊(T)" "麦 mai4 wheat; barley; oats
丹麦 dan1mai4 denmark
小麦 xiao3mai4 wheat
麦子 mai4zi5 wheat
麦克 mai4ke4 mike (name)" 1303
横 "heng2, heng4" "fan1 heng2 dou4 qi2 gou3" ⿰木黄 "横 heng2 horizontal; across; crosswise; horizontal stroke (in chinese characters); to place (sth) flat (on a surface); to cross (a river, etc); in a jumble; chaotic; (in fixed expressions) harsh and unreasonable; violent
纵横 zong4heng2 lit. warp and weft in weaving; vertically and horizontal; length and breadth; criss-crossed; able to move unhindered
横幅 heng2fu2 horizontal scroll; banner; streamer
横行 heng2xing2 to go on the rampage; to riot; to run amuck
横向 heng2xiang4 horizontal; orthogonal; perpendicular; lateral; crosswise" 1304
搬 ban1 "chao2 wei1 hun2 ban1 ping1" ⿰扌般 "搬 ban1 to move (i.e. relocate oneself); to move (sth relatively heavy or bulky); to shift; to copy indiscriminately
搬家 ban1jia1 to move house; to relocate; to remove (sth)
搬迁 ban1qian1 to move; to relocate; removal
搬走 ban1zou3 to carry
搬运 ban1yun4 freight; transport; portage; to transport; to carry" 1305
钥 "yao4, yue4" "mei4 yao4 tong4 duo3 dong3" ⿰钅月 "钥 yue4 key
钥匙 yao4shi5 key" 1306
锻 duan4 "kuai3 ru4 duan4 bian3 tao2" ⿰钅段 "锻 duan4 to forge; to discipline; wrought
锻炼 duan4lian4 to toughen; to temper; to engage in physical exercise; to work out; (fig.) to develop one's skills; to train oneself
锻造 duan4zao4 to forge (metal); forging" 1307
醉 zui4 "zui4 ling3 wen2 xue4 shuai1" ⿰酉卒 "醉 zui4 intoxicated
陶醉 tao2zui4 to be infatuated with; to be drunk with; to be enchanted with; to revel in
喝醉 he1zui4 to get drunk
麻醉 ma2zui4 anesthesia; to anesthetize; (fig.) to corrupt (sb's mind); to enervate; to numb the mind (to escape from harsh reality)
沉醉 chen2zui4 to become intoxicated" 1308
峰 feng1 "dang3 xing4 feng1 gang4 zuo1" ⿰山夆 "峰 feng1 (of a mountain) high and tapered peak or summit; mountain-like in appearance; highest level; classifier for camels
高峰 gao1feng1 peak; summit; height
山峰 shan1feng1 (mountain) peak
顶峰 ding3feng1 peak; summit; fig. high point; masterpiece
珠峰 zhu1feng1 mt everest; nepalese: sagarmatha" 1309
郁 yu4 "duan4 bing4 yu4 tu1 mie4" ⿰有阝 "郁 yu4 (bound form) strongly fragrant; (bound form) (of vegetation) lush; luxuriant; (bound form) melancholy; depressed
郁闷 yu4men4 gloomy; depressed
忧郁 you1yu4 sullen; depressed; melancholy; dejected
浓郁 nong2yu4 rich; strong; heavy (fragrance); dense; full-bodied; intense
抑郁 yi4yu4 depressed; despondent; gloomy" 1310
置 zhi4 "beng3 zhi4 kun4 bie1 zhe4" ⿱罒直 "置 zhi4 to install; to place; to put; to buy
位置 wei4zhi5 position; place; seat
设置 she4zhi4 to set up; to install
配置 pei4zhi4 to deploy; to allocate; configuration; allocation
布置 bu4zhi4 to put in order; to arrange; to decorate; to fix up; to deploy" 1311
伦 lun2 "pang3 kai3 lun2 ru4 kao1" ⿰亻仑 "伦 lun2 human relationship; order; coherence
伦敦 lun2dun1 london, capital of united kingdom
伦理 lun2li3 ethics
阿伦 a1lun2 aalen, town in germany
英伦 ying1lun2 england" 1312
兹 "ci2, zi1" "gua3 mian4 ci2 mi1 ye3" ⿱䒑𢆶  1313
防 fang2 "han3 fang2 fang4 cang1 pa4" ⿰阝方 "防 fang2 to protect; to defend; to guard against; to prevent
防止 fang2zhi3 to prevent; to guard against; to take precautions
预防 yu4fang2 to prevent; to take precautions against; to protect; to guard against; precautionary; prophylactic
防治 fang2zhi4 to prevent and cure; prevention and cure
消防 xiao1fang2 firefighting; fire control" 1314
埃 ai1 "ai1 bao3 qiao3 hang4 xian2" ⿰土矣 "埃 ai1 dust; dirt; angstrom; phonetic ai or e
埃及 ai1ji2 egypt
尘埃 chen2ai1 dust" 1315
末 mo4 "pin4 mo4 ming2 xiang3 gua3" ⿻一木 "末 mo4 tip; end; final stage; latter part; inessential detail; powder; dust; opera role of old man
周末 zhou1mo4 weekend
期末 qi1mo4 end of term
年末 nian2mo4 end of the year
末日 mo4ri4 judgment day (in christian eschatology); last day; end; final days; doomsday" 1316
锅 guo1 "guo1 er2 xuan3 gang4 shu3" ⿰钅呙 "锅 guo1 pot; pan; wok; cauldron; pot-shaped thing
火锅 huo3guo1 hotpot
锅炉 guo1lu2 boiler
大锅 da4guo1 a big wok; cauldron
油锅 you2guo1 a deep fryer" 1317
摩 "ma1, mo2" "ma1 gui4 lin2 zhong3 ying4" ⿸麻手 "摩 mo2 to rub
按摩 an4mo2 massage; to massage
摩托 mo2tuo1 motorbike
摩擦 mo2ca1 friction; rubbing; chafing; fig. disharmony; conflict
观摩 guan1mo2 to observe and emulate; to study (esp. following sb's example)" 1318
鲁 lu3 "tui1 lu3 ma2 zhan3 dong3" ⿱鱼日 "鲁 lu3 (bound form) crass; stupid; rude
秘鲁 bi4lu3 peru
耶鲁 ye1lu3 yale
鲁莽 lu3mang3 hot-headed; impulsive; reckless
鲁班 lu3ban1 lu ban, legendary master craftsman, called the father of chinese carpentry" 1319
蒂 di4 "lan4 ha1 gen4 di4 cun4" ⿱艹帝 "蒂 di4 stem (of fruit)
凯蒂 kai3di4 (name) kitty, cathy, katy, caddy etc
烟蒂 yan1di4 cigarette butt" 1320
灌 guan4 "guan4 sui2 qi3 kou3 hui1" ⿰氵雚 "灌 guan4 to irrigate; to pour; to install (software); to record (music)
灌输 guan4shu1 to imbue with; to inculcate; to instill into; to teach; to impart; to channel water to another place
灌木 guan4mu4 bush; shrub
灌溉 guan4gai4 to irrigate
浇灌 jiao1guan4 to water; to irrigate" 1321
异 yi4 "po3 men1 nan4 yi4 yu4" "⿱巳廾(G) or ⿱己廾(HTJK)" "异 yi4 different; other; hetero-; unusual; strange; surprising; to distinguish; to separate; to discriminate
异常 yi4chang2 unusual; abnormal; extremely; exceptionally
差异 cha1yi4 difference; discrepancy
异性 yi4xing4 the opposite sex; of the opposite sex; heterosexual; different in nature
诧异 cha4yi4 flabbergasted; astonished" 1322
苹 ping2 "luo3 chao4 zhong1 sa4 ping2" ⿱艹平 "苹 ping2 (artemisia); duckweed; apple
苹果 ping2guo3 apple" 1323
暖 nuan3 "ti1 suo3 nuan3 pi3 she1" ⿰日爰 "暖 nuan3 warm; to warm
温暖 wen1nuan3 warm
暖气 nuan3qi4 central heating; heater; warm air
暖和 nuan3huo5 warm; nice and warm
取暖 qu3nuan3 to warm oneself (by a fire etc)" 1324
尾 "wei3, yi3" "wei3 que1 duan1 keng1 yin2" ⿸尸毛 "尾 wei3 tail; remainder; remnant; extremity; sixth of the 28 constellations; classifier for fish
尾巴 wei3ba5 tail
结尾 jie2wei3 ending; coda; to wind up
尾声 wei3sheng1 coda; epilogue; end
尾随 wei3sui2 to tail behind; to tag along; to follow on the heels of" 1325
耶 "ye1, ye2" "ke2 chou4 ye1 quan3 gai3" ⿰耳阝 "耶 ye1 (phonetic ye)
耶稣 ye1su1 jesus
耶鲁 ye1lu3 yale" 1326
索 suo3 "yo1 pen2 gai3 la4 suo3" ⿳十冖糸 "索 suo3 to search; to demand; to ask; to exact; large rope; isolated
搜索 sou1suo3 to search (a place); to search (a database); to search for (sth)
探索 tan4suo3 to explore; to probe
线索 xian4suo3 trail; clues; thread (of a story)
索性 suo3xing4 you might as well (do it); simply; just" 1327
聚 ju4 "ang4 ju4 tong3 chen2 lou1" "⿱取乑 or ⿱取⿲人亻人" "聚 ju4 to congregate; to assemble; to mass; to gather together; to amass; to polymerize
聚会 ju4hui4 party; gathering; to meet; to get together
聚集 ju4ji2 to assemble; to gather
相聚 xiang1ju4 to meet together; to assemble
团聚 tuan2ju4 to reunite; to have a reunion" 1328
郎 "lang2, lang4" "lang2 o1 jian3 cun3 sang3" ⿰良阝 "郎 lang2 (arch.) minister; official; noun prefix denoting function or status; a youth
女郎 nu:35lang2 young woman; maiden; girl
新郎 xin1lang2 bridegroom; groom
法郎 fa3lang2 franc
郎中 lang2zhong1 doctor (chinese medicine); companions (respectful)" 1329
播 bo1 "zhao3 pin2 feng2 rang3 bo1" ⿰扌番 "播 bo1 to sow; to scatter; to spread; to broadcast
广播 guang3bo1 broadcast; broadcasting; to broadcast; (formal) to propagate; to publicize
传播 chuan2bo1 to disseminate; to propagate; to spread
播放 bo1fang4 to broadcast; to transmit (by radio or tv)
直播 zhi2bo1 (tv, radio) to broadcast live; live broadcast; (internet) to livestream; (agriculture) direct seeding" 1330
哩 "li1, li5" "san1 shuan1 weng1 li1 ma4" ⿰口里 "哩 li3 mile" 1331
烂 lan4 "chuai1 ju1 lan4 zang1 dou4" ⿰火兰 "烂 lan4 soft; mushy; well-cooked and soft; to rot; to decompose; rotten; worn out; chaotic; messy; utterly; thoroughly; crappy; bad
灿烂 can4lan4 to glitter; brilliant; splendid
破烂 po4lan4 worn-out; dilapidated; tattered; ragged; (coll.) rubbish; junk
腐烂 fu3lan4 to rot; to putrefy; (fig.) corrupt
绚烂 xuan4lan4 splendid; gorgeous; dazzling" 1332
泰 tai4 "weng3 nü3 tai4 niao3 quan1" ⿱𡗗氺 "泰 tai4 safe; peaceful; most; grand
泰国 tai4guo2 thailand; thai
泰山 tai4shan1 tarzan (fictional character reared by apes in the jungle)
泰勒 tai4le4 taylor (name)
国泰 guo2tai4 cathay pacific (hong kong airline)" 1333
掏 tao1 "han3 tao1 tuo3 zhan3 du2" ⿰扌匋 "掏 tao1 to fish out (from pocket); to scoop
掏出 tao1chu1 to fish out; to take out (from a pocket, bag etc)
掏钱 tao1qian2 to pay; to spend money; to fork out
掏空 tao1kong1 to hollow out; to empty out; to use up; (finance) tunneling" 1334
凌 ling2 "ting2 xu1 ling2 ha1 mei3" ⿰冫夌 "凌 ling2 to approach; to rise high; thick ice; to insult or maltreat
凌晨 ling2chen2 very early in the morning; in the wee hours
凌乱 ling2luan4 messy; disarrayed; disheveled
凌云 ling2yun2 (lit. and fig.) towering; lofty; high
凌空 ling2kong1 be high up in the sky" 1335
祝 zhu4 "zhu4 gong3 man1 qian4 tuo4" "⿰礻兄(GHTJV) or ⿰示兄(K or U+FA51)" "祝 zhu4 to wish; to express good wishes; to pray
祝福 zhu4fu2 blessings; to wish sb well
庆祝 qing4zhu4 to celebrate
祝贺 zhu4he4 to congratulate; congratulations
祝愿 zhu4yuan4 to wish" 1336
零 ling2 "ling2 zha1 liu2 ai3 wei4" ⿱⻗令 "零 ling2 zero; nought; zero sign; fractional; fragmentary; odd (of numbers); (placed between two numbers to indicate a smaller quantity followed by a larger one); fraction; (in mathematics) remainder (after division); extra; to wither and fall; to wither
零售 ling2shou4 to retail; to sell individually or in small quantities
零食 ling2shi2 between-meal nibbles; snacks
零钱 ling2qian2 change (of money); small change; pocket money
零件 ling2jian4 part; component" 1337
井 jing3 "lao3 gang4 sang1 jing3 pin4" ⿻一廾 "井 jing3 jing, one of the 28 constellations of chinese astronomy; a well; neat; orderly
天井 tian1jing3 courtyard; atrium; opening in a roof; skylight; caisson ceiling; (tcm) acupuncture point tb10
市井 shi4jing3 marketplace; town; the street (urban milieu); the haunts of the common people
水井 shui3jing3 (water) well
矿井 kuang4jing3 a mine; a mine shaft" 1338
嘿 hei1 "hong2 hei1 jiao4 su2 ya2" ⿰口黑 "嘿 hei1 hey
嘿嘿 hei1hei1 mischievous laughter" 1339
柳 liu3 "liu3 ying1 fa1 gua1 kai3" ⿰木卯 "柳 liu3 willow
杨柳 yang2liu3 willow tree; poplar and willow; name of traditional tune
柳树 liu3shu4 willow
柳州 liu3zhou1 liuzhou prefecture-level city in guangxi
柳条 liu3tiao2 willow; willow branches; wicker (material for basketwork)" 1340
哇 "wa1, wa5" "chuo4 ce4 ma1 wa1 tai4" ⿰口圭 "哇哇 wa1wa1 sound of crying
爪哇 zhao3wa1 java (island of indonesia); java (programming language)" 1341
肩 jian1 "jiao2 jian1 xing3 hang2 ban1" "⿸戶月 or  ⿸户月 or  ⿸戸月" "肩 jian1 shoulder; to shoulder (responsibilities etc)
肩膀 jian1bang3 shoulder
肩头 jian1tou2 on one's shoulders; (dialect) shoulder
并肩 bing4jian1 alongside; shoulder to shoulder; side by side; abreast
披肩 pi1jian1 cape; shawl; (of long hair) to trail over one's shoulders" 1342
淡 dan4 "duo2 mei2 dan4 huang4 kong1" ⿰氵炎 "淡 dan4 insipid; diluted; weak; mild; light in color; tasteless; indifferent
淡淡 dan4dan4 faint; dim; dull; insipid; unenthusiastic; indifferent
平淡 ping2dan4 flat; dull; ordinary; nothing special
冷淡 leng3dan4 cold; indifferent
暗淡 an4dan4 dark; dim (light); dull (color); drab; (fig.) gloomy; bleak" 1343
